183,SASSETTA
56,"RENOIR, Pierre-Auguste"
47,"CARRACCI, Annibale"
222,"BARTOLOMEO, Fra"
172,"PIAZZETTA, Giovanni Battista"
93,PALMA GIOVANE
269,"HAYEZ, Francesco"
313,"COLLIER, Edwart"
154,"PANNINI, Giovanni Paolo"
58,"BOUCHER, François"
151,"LANFRANCO, Giovanni"
196,"MOLENAER, Jan Miense"
115,"SNYDERS, Frans"
198,"FETTI, Domenico"
49,"GUARDI, Francesco"
303,"MARIESCHI, Michele"
223,"SISLEY, Alfred"
23,"POUSSIN, Nicolas"
251,"ROMANESQUE PAINTER, German"
340,"PERRONNEAU, Jean-Baptiste"
262,"PATER, Jean Baptiste Joseph"
318,"GIAQUINTO, Corrado"
275,"DOLCI, Carlo"
136,"ALTDORFER, Albrecht"
41,"DYCK, Sir Anthony van"
296,"RICCI, Marco"
188,ALTICHIERO da Zevio
74,"MURILLO, Bartolomé Esteban"
68,GUERCINO
21,"WEYDEN, Rogier van der"
134,"PRETI, Mattia"
252,"BOURDON, Sébastien"
157,"CRANACH, Lucas the Younger"
342,"ROBUSTI, Domenico"
199,"FONTANA, Lavinia"
253,GUIDO DA SIENA
119,"BALDUNG GRIEN, Hans"
55,"BRUEGHEL, Jan the Elder"
71,"VERMEER, Johannes"
108,"JORDAENS, Jacob"
263,"VIGÉE-LEBRUN, Élisabeth"
207,"FOPPA, Vincenzo"
126,"CUYP, Aelbert"
153,"VIVARINI, Bartolomeo"
79,"TERBORCH, Gerard"
319,"GALIZIA, Fede"
304,MASTER of Moulins
308,BONIFACIO VERONESE
87,"GOYEN, Jan van"
173,"GAINSBOROUGH, Thomas"
226,"HEDA, Willem Claesz."
254,ANDREA DA FIRENZE
292,"BEUCKELAER, Joachim"
174,"POZZO, Andrea"
276,"GREBBER, Pieter de"
3,"RUBENS, Peter Paul"
120,"TURA, Cosme"
37,"UNKNOWN MASTER, Flemish"
83,"PONTORMO, Jacopo"
241,"FERENCZY, Károly"
185,"VERNET, Horace"
328,MASTER of the Legend of Saint Ursula (I)
13,"MEMLING, Hans"
155,"LORENZETTI, Ambrogio"
293,"RUYSCH, Rachel"
349,UNK
165,"CHAMPAIGNE, Philippe de"
246,"MAGNASCO, Alessandro"
290,GEERTGEN tot Sint Jans
152,"VELDE, Willem van de, the Younger"
102,"MAES, Nicolaes"
97,"DAVID, Gerard"
42,"DEGAS, Edgar"
236,"MARATTI, Carlo"
103,"BECCAFUMI, Domenico"
19,"BOTTICELLI, Sandro"
169,SANO di Pietro
310,MELOZZO DA FORLI
191,FRANCESCO DI GIORGIO MARTINI
268,"ZAVATTARI, Franceschino"
145,"REYNOLDS, Sir Joshua"
0,"GOGH, Vincent van"
107,"ROMANESQUE PAINTER, Italian"
216,"TURNER, Joseph Mallord William"
329,"MILLET, Jean-François"
18,"MONET, Claude"
343,"PALAMEDESZ., Anthonie"
95,"HOOCH, Pieter de"
39,"PERUGINO, Pietro"
137,"UNKNOWN MASTER, French"
104,"BELLOTTO, Bernardo"
96,"RIBERA, Jusepe de"
294,"GÉRICAULT, Théodore"
200,"MEMMI, Lippo"
237,"HEYDEN, Jan van der"
43,"HALS, Frans"
143,"PISSARRO, Camille"
220,"FLINCK, Govert Teunisz."
247,"KEYSER, Thomas de"
264,"ORLEY, Bernaert van"
311,"SUSTRIS, Lambert"
66,"RENI, Guido"
210,"MOMPER, Joos de"
285,"LEYDEN, Lucas van"
124,MASACCIO
330,"WTEWAEL, Joachim"
30,"HOLBEIN, Hans the Younger"
347,"BELLINI, Jacopo"
224,"SAVERY, Roelandt"
248,PALMA VECCHIO
162,"HEEMSKERCK, Maerten van"
22,DUCCIO di Buoninsegna
309,"BOILLY, Louis Léopold"
25,"GOZZOLI, Benozzo"
344,DOMENICO VENEZIANO
331,"HOOGSTRATEN, Samuel van"
45,"SIGNORELLI, Luca"
272,"MENZEL, Adolph von"
38,"UNKNOWN MASTER, German"
288,BACICCIO
305,"BOL, Ferdinand"
249,"AST, Balthasar van der"
233,"LE BRUN, Charles"
298,PORDENONE
202,"NATTIER, Jean-Marc"
100,"VERNET, Claude-Joseph"
184,MARIOTTO DI NARDO
168,"WOUWERMAN, Philips"
193,"MURA, Francesco de"
211,"CESARI, Giuseppe"
332,"FASOLO, Giovanni Antonio"
133,"CRIVELLI, Carlo"
122,"MASSYS, Quentin"
187,"ZELOTTI, Giovanni Battista"
132,"CARRIERA, Rosalba"
238,"GUARDI, Gianantonio"
212,"UNKNOWN MASTER, Spanish"
70,"TENIERS, David the Younger"
109,"RUYSDAEL, Salomon van"
239,"BAROCCI, Federico Fiori"
76,"BRUEGEL, Pieter the Elder"
171,"LA TOUR, Georges de"
10,"TIEPOLO, Giovanni Battista"
225,"CLEVE, Joos van"
240,"VENNE, Adriaen Pietersz. van de"
271,"ELSHEIMER, Adam"
144,"WITTEL, Caspar Andriaans van"
320,"GIRODET DE ROUCY-TRIOSON, Anne-Louis"
91,LEONARDO da Vinci
277,"PATENIER, Joachim"
139,"SOLIMENA, Francesco"
161,"PACHER, Michael"
141,"ROSA, Salvator"
99,"LONGHI, Pietro"
1,REMBRANDT Harmenszoon van Rijn
116,"KESSEL, Jan van, I"
333,"VELDE, Esaias van de"
11,"ANGELICO, Fra"
60,"GIORDANO, Luca"
284,"MENGS, Anton Raphael"
90,LORENZO Monaco
209,"TERBRUGGHEN, Hendrick"
8,TINTORETTO
4,TIZIANO Vecellio
57,"DAVID, Jacques-Louis"
265,"BERRUGUETE, Pedro"
51,"COURBET, Gustave"
166,"CLAESZ., Pieter"
52,"TIEPOLO, Giovanni Domenico"
250,"FRANCKEN, Frans II"
17,"BELLINI, Giovanni"
192,MORETTO da Brescia
62,"FRIEDRICH, Caspar David"
217,"AELST, Willem van"
92,"BOUTS, Dieric the Elder"
140,"HOBBEMA, Meyndert"
345,"PROVOST, Jan"
98,"DOU, Gerrit"
201,"CHRISTUS, Petrus"
218,"NEER, Aert van der"
289,CORNELIS VAN HAARLEM
175,JUAN DE FLANDES
324,"SARACENI, Carlo"
84,"UCCELLO, Paolo"
346,"MIEREVELD, Michiel Jansz. van"
5,"GRECO, El"
321,"BEYEREN, Abraham van"
36,"BOSCH, Hieronymus"
178,"GRÜNEWALD, Matthias"
279,"KALF, Willem"
242,"AERTSEN, Pieter"
27,CANALETTO
194,"ALBANI, Francesco"
130,"BASSANO, Jacopo"
203,"FYT, Jan"
105,"HONTHORST, Gerrit van"
149,"WITTE, Emanuel de"
9,"CRANACH, Lucas the Elder"
227,"GENTILESCHI, Artemisia"
78,ANDREA DEL SARTO
31,"GHIRLANDAIO, Domenico"
138,"DADDI, Bernardo"
29,"DÜRER, Albrecht"
283,"LA HIRE, Laurent de"
295,"BLECHEN, Karl"
35,"GOSSART, Jan"
322,"MORALES, Luis de"
348,"CODDE, Pieter"
156,"FERRARI, Gaudenzio"
186,"GENTILESCHI, Orazio"
80,"CHARDIN, Jean-Baptiste-Siméon"
228,"BORDONE, Paris"
26,"LOTTO, Lorenzo"
28,"GAUGUIN, Paul"
323,"MIGNARD, Pierre"
229,"ALLORI, Alessandro"
243,"FRANCIA, Francesco"
334,"GRIMMER, Abel"
299,"LARGILLI?RE, Nicolas de"
101,CORREGGIO
280,"BROUWER, Adriaen"
270,"COSSA, Francesco del"
312,"MOILLON, Louise"
94,SPINELLO ARETINO
127,GIOVANNI DI PAOLO
118,"HEEM, Jan Davidsz. de"
195,"SEURAT, Georges"
